title,company,link,id,upload_date,purge_date,status
Franchise Head COVID,Astrazeneca,https://careers.astrazeneca.com//job/dubai/franchise-head-covid/7684/41544870416,41544870416,2022-12-16,2022-12-29,expired
"IT End User, Workplace & Site Experience Specialist (Outsourced)",Roche,https://careers.roche.com/global/en/job/ROCHGLOBAL202212142736EXTERNALENGLOBAL,ROCHGLOBAL202212142736EXTERNALENGLOBAL,2022-12-16,2023-04-13,expired
Market Access Manager IMETA,Boehringer Ingelheim,https://tas-boehringer.taleo.net/careersection/global+template+career+section+28external29/jobdetail.ftl?job=2214980,2214980,2022-12-16,2023-02-14,expired
Submission Management Senior Associate,AbbVie,https://careers.abbvie.com//en/job/dubai/submission-management-senior-associate/14/41566591360,41566591360,2022-12-16,2022-12-28,expired
HR Operations Specialist (12 months only),Roche,https://careers.roche.com/global/en/job/ROCHGLOBAL202212142816EXTERNALENGLOBAL,ROCHGLOBAL202212142816EXTERNALENGLOBAL,2022-12-17,2023-01-01,expired
 Regional VTS Manager IMETA,Boehringer Ingelheim,https://tas-boehringer.taleo.net/careersection/global+template+career+section+28external29/jobdetail.ftl?job=229175,229175,2022-12-19,2023-01-13,expired
Professional Health Representative,Pfizer,https://pfizer.wd1.myworkdayjobs.com/ru-RU/PfizerCareers/job/United-Arab-Emirates---Dubai/Professional-Health-Representative_4874628-1,4874628,2022-12-21,2023-01-02,expired
Respiratory MSL,Astrazeneca,https://careers.astrazeneca.com//job/dubai/respiratory-msl/7684/41877433984,41877433984,2022-12-22,2022-12-31,expired
Professional Health Representative,Pfizer,https://pfizer.wd1.myworkdayjobs.com/ru-RU/PfizerCareers/job/United-Arab-Emirates---Dubai/Professional-Health-Representative_4874878,4874878,2022-12-22,2022-12-24,expired
Pharmacovigilance and Regulatory Affairs Specialist,Novo Nordisk,https://www.novonordisk.com/content/nncorp/global/en/careers/find-a-job/job-ad.270126.en_GB.html,270126.en_GB,2022-12-22,2023-01-06,expired
Product Specialist - Allergan Aesthetics,AbbVie,https://careers.abbvie.com//en/job/dubai/product-specialist-allergan-aesthetics/14/42141416304,42141416304,2022-12-27,2023-01-06,expired
Continuous Improvement & Real Estate and Facility Manager IMETA ,Boehringer Ingelheim,https://tas-boehringer.taleo.net/careersection/global+template+career+section+28external29/jobdetail.ftl?job=2215019,2215019,2023-01-03,2023-02-23,expired
Consumer Marketing Manager,GSK,https://gsk.wd5.myworkdayjobs.com/en-us/GSKCareers/job/UAE---Dubai/Marketing-Manager---Consumer_351999-1,351999,2023-01-06,2023-01-10,expired
First Line Sales Leader,GSK,https://gsk.wd5.myworkdayjobs.com/en-us/GSKCareers/job/UAE---Dubai/First-Line-Sales-Leader_354270-1,354270,2023-01-06,2023-01-10,expired
Medical Representative,Astrazeneca,https://careers.astrazeneca.com//job/dubai/medical-representative/7684/42607398400,42607398400,2023-01-06,2023-01-13,expired
Senior Accountant,Pfizer,https://pfizer.wd1.myworkdayjobs.com/ru-RU/PfizerCareers/job/United-Arab-Emirates---Dubai/Senior-Accountant_4875308,4875308,2023-01-06,2023-01-17,expired
Demand Management Intern,Boehringer Ingelheim,https://tas-boehringer.taleo.net/careersection/global+template+career+section+28external29/jobdetail.ftl?job=230091,230091,2023-01-06,2023-01-20,expired
Marketing Lead,Sanofi,https://en.jobs.sanofi.com/job/dubai/marketing-lead/20873/42664541072,42664541072,2023-01-07,2023-01-15,expired
"Head of Shopper Marketing Africa, Middle East &amp; Turkey",Jonson Jonson,https://jobs.jnj.com//en/jobs/2306098911w/head-of-shopper-marketing-africa-middle-east-turkey/,2306098911w,2023-01-09,2023-01-17,expired
Gulf &#x2013; Oncology MSL,Astrazeneca,https://careers.astrazeneca.com//job/dubai/gulf-oncology-msl/7684/42837415168,42837415168,2023-01-10,2023-01-23,expired
MERA-Saudi Arabia BAI Lead,Pfizer,https://pfizer.wd1.myworkdayjobs.com/ru-RU/PfizerCareers/job/United-Arab-Emirates---Dubai/MERA-Saudi-Arabia-BAI-Lead_4875380-1,4875380,2023-01-10,2023-01-24,expired
Regional Brand Activation Manager,Jonson Jonson,https://jobs.jnj.com//en/jobs/2206062238w/regional-brand-activation-manager/,2206062238w,2023-01-10,2023-01-18,expired
Gulf Regulatory Affairs Associate Director,Astrazeneca,https://careers.astrazeneca.com//job/dubai/gulf-regulatory-affairs-associate-director/7684/42917140912,42917140912,2023-01-11,2023-01-13,expired
MSL &#x2013;  Immuno-Oncology,Astrazeneca,https://careers.astrazeneca.com//job/dubai/msl-immuno-oncology/7684/42917140032,42917140032,2023-01-11,2023-01-21,expired
Sales Manager Gulf - Saphnelo,Astrazeneca,https://careers.astrazeneca.com//job/dubai/sales-manager-gulf-saphnelo/7684/42917108768,42917108768,2023-01-11,2023-01-17,expired
RTAL mRNA MERA,Pfizer,https://pfizer.wd1.myworkdayjobs.com/ru-RU/PfizerCareers/job/United-Arab-Emirates---Dubai/RTAL-mRNA-MERA_4874404-1,4874404,2023-01-11,2023-01-20,expired
"Product Manager, Bio, UAE",Novartis,https://www.novartis.com/careers/career-search/job-details/362009br/product-manager-bio-uae,362009br,2023-01-17,2023-06-20,expired
Receptionist (Fixed term contractor),Roche,https://careers.roche.com/global/en/job/ROCHGLOBAL202301101367EXTERNALENGLOBAL,ROCHGLOBAL202301101367EXTERNALENGLOBAL,2023-01-17,2023-01-25,expired
CNS Product Specialist,Jonson Jonson,https://jobs.jnj.com//en/jobs/2306099970w/cns-product-specialist/,2306099970w,2023-01-17,2023-01-25,expired
Marketing Intern,Sanofi,https://en.jobs.sanofi.com/job/dubai/marketing-intern/20873/43174966112,43174966112,2023-01-18,2023-02-04,expired
"BPA Manager, Gulf",Novartis,https://www.novartis.com/careers/career-search/job-details/362196br/bpa-manager-gulf,362196br,2023-01-19,2023-03-25,expired
Head of Market Access,Boehringer Ingelheim,https://tas-boehringer.taleo.net/careersection/global+template+career+section+28external29/jobdetail.ftl?job=230270,230270,2023-01-20,2023-03-18,expired
OSCD Marketing Director,Novo Nordisk,https://www.novonordisk.com/content/nncorp/global/en/careers/find-a-job/job-ad.271467.en_GB.html,271467.en_GB,2023-01-20,2023-02-04,expired
Medical Representative,Astrazeneca,https://careers.astrazeneca.com//job/dubai/medical-representative/7684/43494227664,43494227664,2023-01-23,2023-01-28,expired
Therapeutic Area Partner - Oncology UAE,Novartis,https://www.novartis.com/careers/career-search/job-details/362682br/therapeutic-area-partner-oncology-uae,362682br,2023-01-24,2023-02-04,expired
Immunology Product Specialist,Jonson Jonson,https://jobs.jnj.com//en/jobs/2306102509w/immunology-product-specialist/,2306102509w,2023-01-24,2023-02-04,expired
Medical Science Liaison - Oncology,Astrazeneca,https://careers.astrazeneca.com//job/dubai/medical-science-liaison-oncology/7684/43626982416,43626982416,2023-01-25,2023-02-04,expired
Oncology Product Specialist,Astrazeneca,https://careers.astrazeneca.com//job/dubai/oncology-product-specialist/7684/43626964928,43626964928,2023-01-25,2023-02-06,expired
"E-commerce Manager, Gulf",Jonson Jonson,https://jobs.jnj.com//en/jobs/2306099884w/e-commerce-manager-gulf/,2306099884w,2023-01-25,2023-02-04,expired
Medical Advisor,Novartis,https://www.novartis.com/careers/career-search/job-details/363535br/medical-advisor,363535br,2023-02-04,2023-03-25,expired
"Legal Counsel, AME",Novartis,https://www.novartis.com/careers/career-search/job-details/363378br/legal-counsel-ame,363378br,2023-02-04,2023-03-09,expired
CVRM Product Specialist,Astrazeneca,https://careers.astrazeneca.com//job/dubai/cvrm-product-specialist/7684/43979440624,43979440624,2023-02-04,2023-02-06,expired
Gulf Regulatory Affairs Associate Director,Astrazeneca,https://careers.astrazeneca.com//job/dubai/gulf-regulatory-affairs-associate-director/7684/43922726432,43922726432,2023-02-04,2023-02-08,expired
GCC Franchise Head Rare Disease,Astrazeneca,https://careers.astrazeneca.com//job/dubai/gcc-franchise-head-rare-disease/7684/43922711616,43922711616,2023-02-04,2023-02-11,expired
GCC Market Access and Diagnostics Head &#x2013; Rare Disease,Astrazeneca,https://careers.astrazeneca.com//job/dubai/gcc-market-access-and-diagnostics-head-rare-disease/7684/43922710656,43922710656,2023-02-04,2023-02-11,expired
"Product Specialist, CVRM",Astrazeneca,https://careers.astrazeneca.com//job/abu-dhabi/product-specialist-cvrm/7684/43949307760,43949307760,2023-02-04,2023-02-06,expired
MERA Business Service Manager,Pfizer,https://pfizer.wd1.myworkdayjobs.com/ru-RU/PfizerCareers/job/Nigeria---Lagos/MERA-Business-Service-Manager_4877150,4877150,2023-02-04,2023-02-10,expired
Communications and Public Affairs Intern AMET,Jonson Jonson,https://jobs.jnj.com//en/jobs/00001iwj/communications-and-public-affairs-intern-amet/,00001iwj,2023-02-04,2023-02-10,expired
Immunology Product Specialist (Fixed-Term),Jonson Jonson,https://jobs.jnj.com//en/jobs/2306103738w/immunology-product-specialist-fixed-term/,2306103738w,2023-02-04,2023-02-07,expired
Financial Analyst Intern,Jonson Jonson,https://jobs.jnj.com//en/jobs/2206091530w/financial-analyst-intern/,2206091530w,2023-02-04,2023-02-14,expired
Regulatory Affairs Executive - CD&O,Boehringer Ingelheim,https://tas-boehringer.taleo.net/careersection/global+template+career+section+28external29/jobdetail.ftl?job=230903,230903,2023-02-04,2023-02-18,expired
Regional Product Manager (Pets Business) ,Boehringer Ingelheim,https://tas-boehringer.taleo.net/careersection/global+template+career+section+28external29/jobdetail.ftl?job=230399,230399,2023-02-04,2023-02-20,expired
Government Operations Manager,GSK,https://gsk.wd5.myworkdayjobs.com/en-us/GSKCareers/job/UAE---Dubai/Government-Operations-Manager_360152,360152,2023-02-06,2023-05-09,expired
Assistant Brand manager - intern,Jonson Jonson,https://jobs.jnj.com//en/jobs/2206095531w/assistant-brand-manager-intern/,2206095531w,2023-02-06,2023-02-11,expired
Patient Safety Specialist,Novartis,https://www.novartis.com/careers/career-search/job-details/363740br/patient-safety-specialist,363740br,2023-02-08,2023-03-25,expired
"QA Head, Middle East",Novartis,https://www.novartis.com/careers/career-search/job-details/363743br/qa-head-middle-east,363743br,2023-02-08,2023-02-23,expired
"Medical Lead PPH, Greater Gulf",Sanofi,https://en.jobs.sanofi.com/job/dubai/medical-lead-pph-greater-gulf/20873/44277070192,44277070192,2023-02-08,2023-02-15,expired
"Director, Corporate Communications, International",Astrazeneca,https://careers.astrazeneca.com//job/singapore/director-corporate-communications-international/7684/44373516960,44373516960,2023-02-09,2023-02-24,expired
"Sales Development &amp; Training Manager, EMEA",Jonson Jonson,https://jobs.jnj.com//en/jobs/2306104875w/sales-development-training-manager-emea/,2306104875w,2023-02-09,2023-02-20,expired
Therapeutic Area Partner Ophthalmology (Abu Dhabi),Novartis,https://www.novartis.com/careers/career-search/job-details/364174br/therapeutic-area-partner-ophthalmology-abu-dhabi,364174br,2023-02-10,2023-02-20,expired
Finance Intern,Boehringer Ingelheim,https://tas-boehringer.taleo.net/careersection/global+template+career+section+28external29/jobdetail.ftl?job=231572,231572,2023-02-13,2023-02-28,expired
General Medicine Omnichannel Transformation Excellence Lead (Greater Gulf),Sanofi,https://en.jobs.sanofi.com/job/dubai/general-medicine-omnichannel-transformation-excellence-lead-greater-gulf/20873/44619595104,44619595104,2023-02-15,2023-03-02,expired
Regulatory Affairs Intern,Boehringer Ingelheim,https://tas-boehringer.taleo.net/careersection/global+template+career+section+28external29/jobdetail.ftl?job=231227,231227,2023-02-15,2023-03-01,expired
Senior Product Specialist &#x2013; Saphnelo,Astrazeneca,https://careers.astrazeneca.com//job/dubai/senior-product-specialist-saphnelo/7684/44709771632,44709771632,2023-02-16,2023-02-23,expired
HCC Manager GCC and NEMA,Jonson Jonson,https://jobs.jnj.com//en/jobs/2306105201w/hcc-manager-gcc-and-nema/,2306105201w,2023-02-16,2023-02-17,expired
Credit Controller,Jonson Jonson,https://jobs.jnj.com//en/jobs/2306106466w/credit-controller/,2306106466w,2023-02-20,2023-03-09,expired
Regional Product Manager - Poultry IMETA,Boehringer Ingelheim,https://tas-boehringer.taleo.net/careersection/global+template+career+section+28external29/jobdetail.ftl?job=230840,230840,2023-02-20,2023-03-14,expired
Therapeutic Area Partner Immunology (Abu Dhabi),Novartis,https://www.novartis.com/careers/career-search/job-details/365463br/therapeutic-area-partner-immunology-abu-dhabi,365463br,2023-02-23,2023-03-04,expired
Senior Product Specialist Metabolic &#x2013; Rare Disease,Astrazeneca,https://careers.astrazeneca.com//job/dubai/senior-product-specialist-metabolic-rare-disease/7684/45007054624,45007054624,2023-02-23,2023-03-04,expired
Senior Product Specialist Neurology - Rare Disease,Astrazeneca,https://careers.astrazeneca.com//job/dubai/senior-product-specialist-neurology-rare-disease/7684/45007054336,45007054336,2023-02-23,2023-03-04,expired
Order Management Coordinator,Boehringer Ingelheim,https://tas-boehringer.taleo.net/careersection/global+template+career+section+28external29/jobdetail.ftl?job=231740,231740,2023-02-23,2023-03-04,expired
Demand Management Specialist,Boehringer Ingelheim,https://tas-boehringer.taleo.net/careersection/global+template+career+section+28external29/jobdetail.ftl?job=232046,232046,2023-02-23,2023-03-04,expired
Senior Product Specialist Complement &#x2013; Rare Disease,Astrazeneca,https://careers.astrazeneca.com//job/dubai/senior-product-specialist-complement-rare-disease/7684/45054230016,45054230016,2023-02-24,2023-03-06,expired
SBS People Services ELC/C2R &amp; On-Site Service Delivery &#x2013; Gulf,Sanofi,https://en.jobs.sanofi.com/job/dubai/sbs-people-services-elc-c2r-and-on-site-service-delivery-gulf/20873/45039517776,45039517776,2023-02-24,2023-02-26,expired
"Omnichannel Manager, Gulf Cluster",Pfizer,https://pfizer.wd1.myworkdayjobs.com/ru-RU/PfizerCareers/job/United-Arab-Emirates---Dubai/Omnichannel-Manager--Gulf-Cluster_4879128,4879128,2023-02-27,2023-03-09,expired
Territory Manager,Jonson Jonson,https://jobs.jnj.com//en/jobs/2306107330w/territory-manager/,2306107330w,2023-03-01,2023-03-28,expired
Legal Counsel &#x2013; Middle East,Sanofi,https://en.jobs.sanofi.com/job/dubai/legal-counsel-middle-east/20873/45283809168,45283809168,2023-03-01,2023-03-02,expired
Marketing Intern,Sanofi,https://en.jobs.sanofi.com/job/dubai/marketing-intern/20873/45380547120,45380547120,2023-03-04,2023-03-12,expired
GCC Manager Financial Controlling,Astrazeneca,https://careers.astrazeneca.com//job/dubai/gcc-manager-financial-controlling/7684/45709290448,45709290448,2023-03-09,2023-03-17,expired
Head of Medical Evidence Generation-GCC,Astrazeneca,https://careers.astrazeneca.com//job/dubai/head-of-medical-evidence-generation-gcc/7684/45666984176,45666984176,2023-03-09,2023-03-17,expired
Medical Representative,Astrazeneca,https://careers.astrazeneca.com//job/abu-dhabi/medical-representative/7684/45666983712,45666983712,2023-03-09,2023-03-17,expired
Professional Health Representative - Neurosciences,Pfizer,https://pfizer.wd1.myworkdayjobs.com/ru-RU/PfizerCareers/job/United-Arab-Emirates---Dubai/Professional-Health-Representative---Neurosciences_4879753-1,4879753,2023-03-09,2023-03-20,expired
Account Management Associate,Pfizer,https://pfizer.wd1.myworkdayjobs.com/ru-RU/PfizerCareers/job/United-Arab-Emirates---Dubai/Account-Management-Associate_4880100,4880100,2023-03-09,2023-03-13,expired
Field Service Installation Specialist,Roche,https://careers.roche.com/global/en/job/ROCHGLOBAL202202106950EXTERNALENGLOBAL,ROCHGLOBAL202202106950EXTERNALENGLOBAL,2023-03-09,2023-03-17,expired
"Territory Manager, Sports Medicine",Jonson Jonson,https://jobs.jnj.com//en/jobs/2306109165w/territory-manager-sports-medicine/,2306109165w,2023-03-09,2023-03-17,expired
Country Manager-Qatar,Astrazeneca,https://careers.astrazeneca.com//job/dubai/country-manager-qatar/7684/45715409984,45715409984,2023-03-10,2023-03-17,expired
Senior Brand Manager-GCC,Astrazeneca,https://careers.astrazeneca.com//job/dubai/senior-brand-manager-gcc/7684/45715407216,45715407216,2023-03-10,2023-03-17,expired
Rare Disease Medical Manager Neuro/Kose,Astrazeneca,https://careers.astrazeneca.com//job/dubai/rare-disease-medical-manager-neuro-kose/7684/45877389424,45877389424,2023-03-13,2023-03-20,expired
Medical Advisor Complement Gulf,Astrazeneca,https://careers.astrazeneca.com//job/abu-dhabi/medical-advisor-complement-gulf/7684/45877383856,45877383856,2023-03-13,2023-03-28,expired
MSL Metabolic Dubai,Astrazeneca,https://careers.astrazeneca.com//job/dubai/msl-metabolic-dubai/7684/45906483888,45906483888,2023-03-14,2023-03-25,expired
Therapeutic Area Partner - Primary Care (Abu Dhabi),Novartis,https://www.novartis.com/careers/career-search/job-details/367923br/therapeutic-area-partner-primary-care-abu-dhabi,367923br,2023-03-17,2023-03-25,expired
Customer partner MassSpec,Roche,https://careers.roche.com/global/en/job/ROCHGLOBAL202302104904EXTERNALENGLOBAL,ROCHGLOBAL202302104904EXTERNALENGLOBAL,2023-03-17,2023-04-12,expired
Product Specialist Internship H/F,Jonson Jonson,https://jobs.jnj.com//en/jobs/2306108529w/product-specialist-internship-h-f/,2306108529w,2023-03-17,2023-04-19,expired
Key Account Manager,Sanofi,https://en.jobs.sanofi.com/job/dubai/key-account-manager/20873/46008397392,46008397392,2023-03-17,2023-03-25,expired
Head of Corporate Affairs IMETA,Boehringer Ingelheim,https://tas-boehringer.taleo.net/careersection/global+template+career+section+28external29/jobdetail.ftl?job=233397,233397,2023-03-18,2023-04-06,expired
A2R Accountant,Sanofi,https://en.jobs.sanofi.com/job/dubai/a2r-accountant/20873/46201717520,46201717520,2023-03-20,2023-03-25,expired
Sr Manager Procurement APAC CCPM Category,Jonson Jonson,https://jobs.jnj.com//en/jobs/00001j6j/sr-manager-procurement-apac-ccpm-category/,00001j6j,2023-03-21,2023-03-22,expired
Sr Manager Procurement APAC CCPM Category,Jonson Jonson,https://jobs.jnj.com//en/jobs/00001j6i/sr-manager-procurement-apac-ccpm-category/,00001j6i,2023-03-21,2023-03-22,expired
Sr Manager Procurement APAC CCPM Category,Jonson Jonson,https://jobs.jnj.com//en/jobs/00001j6h/sr-manager-procurement-apac-ccpm-category/,00001j6h,2023-03-21,2023-03-22,expired
Sr Manager Procurement APAC CCPM Category,Jonson Jonson,https://jobs.jnj.com//en/jobs/00001j6g/sr-manager-procurement-apac-ccpm-category/,00001j6g,2023-03-21,2023-03-22,expired
Technical Expert Bioassay,Jonson Jonson,https://jobs.jnj.com//en/jobs/2306112625w/technical-expert-bioassay/,2306112625w,2023-03-21,2023-03-22,expired
Staff Supplier Quality Development Engineer,Jonson Jonson,https://jobs.jnj.com//en/jobs/2306112654w/staff-supplier-quality-development-engineer/,2306112654w,2023-03-21,2023-03-22,expired
QP Team Lead (Acting),Jonson Jonson,https://jobs.jnj.com//en/jobs/2306112588w/qp-team-lead-acting/,2306112588w,2023-03-21,2023-03-22,expired
"Senior Analyst, Health Care Compliance, Global Operations (CTI) ASPAC",Jonson Jonson,https://jobs.jnj.com//en/jobs/2306112573w/senior-analyst-health-care-compliance-global-operations-cti-aspac/,2306112573w,2023-03-21,2023-03-22,expired
Data &amp; Analytics Solution Expert,Jonson Jonson,https://jobs.jnj.com//en/jobs/2306112552w/data-analytics-solution-expert/,2306112552w,2023-03-21,2023-03-22,expired
Associate IT Director,Jonson Jonson,https://jobs.jnj.com//en/jobs/2306112557w/associate-it-director/,2306112557w,2023-03-21,2023-03-22,expired
"Oncology Sales Specialist, Solid Tumor (Nashville, TN) Janssen Biotech, Inc.",Jonson Jonson,https://jobs.jnj.com//en/jobs/2306111126w/oncology-sales-specialist-solid-tumor-nashville-tn-janssen-biotech-inc/,2306111126w,2023-03-21,2023-03-22,expired
Site Manager,Jonson Jonson,https://jobs.jnj.com//en/jobs/2306111685w/site-manager/,2306111685w,2023-03-21,2023-03-22,expired
Senior Site Manager,Jonson Jonson,https://jobs.jnj.com//en/jobs/2306111676w/senior-site-manager/,2306111676w,2023-03-21,2023-03-22,expired
Senior Site Manager,Jonson Jonson,https://jobs.jnj.com//en/jobs/2306111678w/senior-site-manager/,2306111678w,2023-03-21,2023-03-22,expired
Lead Technology Auditor (1 of 2),Jonson Jonson,https://jobs.jnj.com//en/jobs/2306112535w/lead-technology-auditor-1-of-2/,2306112535w,2023-03-21,2023-03-22,expired
District Account Manager,Jonson Jonson,https://jobs.jnj.com//en/jobs/2306112521w/district-account-manager/,2306112521w,2023-03-21,2023-03-22,expired
"Sales Associate (Trauma) – Indianapolis, IN – DePuy Spine Limited Partnership",Jonson Jonson,https://jobs.jnj.com//en/jobs/2306112433w/sales-associate-trauma-indianapolis-in-depuy-spine-limited-partnership/,2306112433w,2023-03-21,2023-03-22,expired
"Sales Associate (Trauma) – Lexington, KY – DePuy Spine Limited Partnership ",Jonson Jonson,https://jobs.jnj.com//en/jobs/2306112458w/sales-associate-trauma-lexington-ky-depuy-spine-limited-partnership/,2306112458w,2023-03-21,2023-03-22,expired
Global Demand Planning Analyst,Jonson Jonson,https://jobs.jnj.com//en/jobs/2306112493w/global-demand-planning-analyst/,2306112493w,2023-03-21,2023-03-22,expired
Representante de Ventas Oncologia Rep. Dom,Jonson Jonson,https://jobs.jnj.com//en/jobs/2306111912w/representante-de-ventas-oncologia-rep-dom/,2306111912w,2023-03-21,2023-03-22,expired
"Africa QA Manager, Health",Novartis,https://www.novartis.com/careers/career-search/job-details/368434br/africa-qa-manager-health,368434br,2023-03-22,2023-04-22,expired
Regional Supply Chain Senior Specialist,Roche,https://careers.roche.com/global/en/job/ROCHGLOBAL202303106068EXTERNALENGLOBAL,ROCHGLOBAL202303106068EXTERNALENGLOBAL,2023-03-22,2023-03-25,expired
Informatics Partner,Roche,https://careers.roche.com/global/en/job/ROCHGLOBAL202303106204EXTERNALENGLOBAL,ROCHGLOBAL202303106204EXTERNALENGLOBAL,2023-03-25,2023-04-08,expired
"Therapeutic Area Medical Head, Gulf Cluster",Novartis,https://www.novartis.com/careers/career-search/job-details/368898br/therapeutic-area-medical-head-gulf-cluster,368898br,2023-03-28,2023-04-12,expired
CSR Intern,Sanofi,https://en.jobs.sanofi.com/job/dubai/csr-intern/20873/46532659472,46532659472,2023-03-28,2023-05-01,expired
Primary Care Specialist,Sanofi,https://en.jobs.sanofi.com/job/dubai/primary-care-specialist/20873/46532662800,46532662800,2023-03-28,2023-04-06,expired
"Manager, Corporate Investigations EMEA",GSK,https://gsk.wd5.myworkdayjobs.com/en-us/GSKCareers/job/UAE---Dubai/Manager--Corporate-Investigations-EMEA_366091,366091,2023-03-30,2023-04-08,expired
Business Unit Manager - Oncology,GSK,https://gsk.wd5.myworkdayjobs.com/en-us/GSKCareers/job/UAE---Dubai/Business-Unit-Manager---Oncology_366373,366373,2023-03-30,2023-05-16,expired
Medical Representative-Diabetes,Novo Nordisk,https://www.novonordisk.com/content/nncorp/global/en/careers/find-a-job/job-ad.277127.en_GB.html,277127.en_GB,2023-03-30,2023-04-08,expired
